feederid,month,hour,kwh_1_1_NS_C,kwh_1_1_NS_I,kwh_1_1_NS_N,kwh_1_1_NS_S,kwh_1_1_S_C,kwh_1_1_S_I,kwh_1_1_S_N,kwh_1_1_S_S,kwh_1_2_NS_C,kwh_1_2_NS_I,kwh_1_2_NS_N,kwh_1_2_NS_S,kwh_1_2_S_C,kwh_1_2_S_I,kwh_1_2_S_N,kwh_1_2_S_S,kwh_1_3_NS_C,kwh_1_3_NS_I,kwh_1_3_NS_N,kwh_1_3_NS_S,kwh_1_3_S_C,kwh_1_3_S_I,kwh_1_3_S_N,kwh_1_3_S_S,kwh_1_4_NS_C,kwh_1_4_NS_I,kwh_1_4_NS_N,kwh_1_4_NS_S,kwh_1_4_S_C,kwh_1_4_S_I,kwh_1_4_S_N,kwh_1_4_S_S,kwh_1_5_NS_C,kwh_1_5_NS_I,kwh_1_5_NS_N,kwh_1_5_NS_S,kwh_1_5_S_C,kwh_1_5_S_I,kwh_1_5_S_N,kwh_1_5_S_S,kwh_2_1_NS_C,kwh_2_1_NS_I,kwh_2_1_NS_N,kwh_2_1_NS_S,kwh_2_1_S_C,kwh_2_1_S_I,kwh_2_1_S_N,kwh_2_1_S_S,kwh_2_2_NS_C,kwh_2_2_NS_I,kwh_2_2_NS_N,kwh_2_2_NS_S,kwh_2_2_S_C,kwh_2_2_S_I,kwh_2_2_S_N,kwh_2_2_S_S,kwh_2_3_NS_C,kwh_2_3_NS_I,kwh_2_3_NS_N,kwh_2_3_NS_S,kwh_2_3_S_C,kwh_2_3_S_I,kwh_2_3_S_N,kwh_2_3_S_S,kwh_2_4_NS_C,kwh_2_4_NS_I,kwh_2_4_NS_N,kwh_2_4_NS_S,kwh_2_4_S_C,kwh_2_4_S_I,kwh_2_4_S_N,kwh_2_4_S_S,kwh_2_5_NS_C,kwh_2_5_NS_I,kwh_2_5_NS_N,kwh_2_5_NS_S,kwh_2_5_S_C,kwh_2_5_S_I,kwh_2_5_S_N,kwh_2_5_S_S,kwh_3_1_NS_C,kwh_3_1_NS_I,kwh_3_1_NS_N,kwh_3_1_NS_S,kwh_3_1_S_C,kwh_3_1_S_I,kwh_3_1_S_N,kwh_3_1_S_S,kwh_3_2_NS_C,kwh_3_2_NS_I,kwh_3_2_NS_N,kwh_3_2_NS_S,kwh_3_2_S_C,kwh_3_2_S_I,kwh_3_2_S_N,kwh_3_2_S_S,kwh_3_3_NS_C,kwh_3_3_NS_I,kwh_3_3_NS_N,kwh_3_3_NS_S,kwh_3_3_S_C,kwh_3_3_S_I,kwh_3_3_S_N,kwh_3_3_S_S,kwh_3_4_NS_C,kwh_3_4_NS_I,kwh_3_4_NS_N,kwh_3_4_NS_S,kwh_3_4_S_C,kwh_3_4_S_I,kwh_3_4_S_N,kwh_3_4_S_S,kwh_3_5_NS_C,kwh_3_5_NS_I,kwh_3_5_NS_N,kwh_3_5_NS_S,kwh_3_5_S_C,kwh_3_5_S_I,kwh_3_5_S_N,kwh_3_5_S_S,kwh_4_1_NS_C,kwh_4_1_NS_I,kwh_4_1_NS_N,kwh_4_1_NS_S,kwh_4_1_S_C,kwh_4_1_S_I,kwh_4_1_S_N,kwh_4_1_S_S,kwh_4_2_NS_C,kwh_4_2_NS_I,kwh_4_2_NS_N,kwh_4_2_NS_S,kwh_4_2_S_C,kwh_4_2_S_I,kwh_4_2_S_N,kwh_4_2_S_S,kwh_4_3_NS_C,kwh_4_3_NS_I,kwh_4_3_NS_N,kwh_4_3_NS_S,kwh_4_3_S_C,kwh_4_3_S_I,kwh_4_3_S_N,kwh_4_3_S_S,kwh_4_4_NS_C,kwh_4_4_NS_I,kwh_4_4_NS_N,kwh_4_4_NS_S,kwh_4_4_S_C,kwh_4_4_S_I,kwh_4_4_S_N,kwh_4_4_S_S,kwh_4_5_NS_C,kwh_4_5_NS_I,kwh_4_5_NS_N,kwh_4_5_NS_S,kwh_4_5_S_C,kwh_4_5_S_I,kwh_4_5_S_N,kwh_4_5_S_S,ZIP_CODE,2023,2024,YoY Change,%change
253491116,10.0,12.0,0.0,0.0,0.0,0.2790823967741935,0.0,0.0,0.0,-0.5893926290322581,0.0,0.0,0.0,0.6055567258064516,0.0,0.0,0.0,-1.3654820548387097,0.0,0.0,0.0,0.7826299483870968,0.0,0.0,0.0,-1.837259535483871,0.0,0.0,0.0,1.2815761935483871,0.0,0.0,0.0,-2.507206612903226,0.0,0.0,0.0,0.7906215193548387,0.0,0.0,0.0,-1.5160276322580646,0.0,0.0,0.0,0.3731373935483871,0.0,0.0,0.0,-0.3639398677419355,0.0,0.0,0.0,0.6347404967741935,0.0,0.0,0.0,-1.4775940161290322,0.0,0.0,0.0,0.8435157225806451,0.0,0.0,0.0,-2.1780945161290326,0.0,0.0,0.0,1.318232422580645,0.0,0.0,0.0,-2.8756416451612905,0.0,0.0,0.0,0.8981971967741936,0.0,0.0,0.0,-2.551284129032258,0.0,0.0,0.0,0.3796775096774193,0.0,0.0,0.0,-1.1290818419354838,0.0,0.0,0.0,0.645549264516129,0.0,0.0,0.0,-1.866700161290323,0.0,0.0,0.0,0.8793311387096774,0.0,0.0,0.0,-2.501544193548387,0.0,0.0,0.0,1.321958970967742,0.0,0.0,0.0,-3.418398516129032,0.0,0.0,0.0,0.9306313193548388,0.0,0.0,0.0,-3.274599258064516,0.0,0.0,0.0,0.4483798516129032,0.0,0.0,0.0,-0.9807180903225806,0.0,0.0,0.0,0.7624361935483871,0.0,0.0,0.0,-1.6857595258064515,0.0,0.0,0.0,1.0531396838709677,0.0,0.0,0.0,-2.0653359032258063,0.0,0.0,0.0,1.490859735483871,0.0,0.0,0.0,-2.998146258064516,0.0,0.0,0.0,0.9485340193548388,0.0,0.0,0.0,-2.565102548387097,93308,415.0,557.0,142.0,0.342168675
14161102,6.0,13.0,0.0,0.0,0.3700458066491876,0.0,0.0,0.0,-0.7064578512976638,0.0,0.0,0.0,0.936013776404739,0.0,0.0,0.0,-1.1812893004115226,0.0,0.0,0.0,1.2315725049240536,0.0,0.0,0.0,-2.1042029569892473,0.0,0.0,0.0,1.8958385310546988,0.0,0.0,0.0,-3.333290280186114,0.0,0.0,0.0,1.0247920629389968,0.0,0.0,0.0,-2.327936323455843,0.0,0.0,0.0,0.4827990094508824,0.0,0.0,0.0,-0.5324003663685078,0.0,0.0,0.0,0.9991583974379794,0.0,0.0,0.0,-1.3622307310331827,0.0,0.0,0.0,1.3992441688179018,0.0,0.0,0.0,-2.112516315374006,0.0,0.0,0.0,2.1075737058101924,0.0,0.0,0.0,-3.373672684876317,0.0,0.0,0.0,1.1880364172086195,0.0,0.0,0.0,-2.9871006533757223,0.0,0.0,0.0,0.4874415454237115,0.0,0.0,0.0,-1.3742112738955825,0.0,0.0,0.0,1.000178879577421,0.0,0.0,0.0,-1.7778175823293167,0.0,0.0,0.0,1.4838867746288804,0.0,0.0,0.0,-2.5804047999999997,0.0,0.0,0.0,2.336068764915802,0.0,0.0,0.0,-3.688175962516733,0.0,0.0,0.0,1.1842710141641837,0.0,0.0,0.0,-3.9374291619812585,0.0,0.0,0.0,0.5872307581895508,0.0,0.0,0.0,-1.221987775100402,0.0,0.0,0.0,1.1131784724524256,0.0,0.0,0.0,-1.6440391031082668,0.0,0.0,0.0,1.6408530635038825,0.0,0.0,0.0,-2.316367903552305,0.0,0.0,0.0,2.406462569871779,0.0,0.0,0.0,-3.642325060776439,0.0,0.0,0.0,1.3123170891726736,0.0,0.0,0.0,-3.282799207043226,0.0,94595,1105.0,1314.0,209.0,0.189140271
252931106,5.0,4.0,0.0,0.0,0.0,0.2454354838709677,0.0,0.0,0.0,0.6607688727167745,0.0,0.0,0.0,0.3787081927385611,0.0,0.0,0.0,0.9028501372683596,0.0,0.0,0.0,0.5072423658054882,0.0,0.0,0.0,1.003379905259425,0.0,0.0,0.0,0.8295274593441748,0.0,0.0,0.0,1.4305864594913424,0.0,0.0,0.0,0.5706098101641502,0.0,0.0,0.0,1.2252533735537174,0.0,0.0,0.0,0.2268955499383978,0.0,0.0,0.0,0.6629339213491782,0.0,0.0,0.0,0.3595912770259193,0.0,0.0,0.0,0.6113195658477256,0.0,0.0,0.0,0.4801410099360283,0.0,0.0,0.0,0.7229440076732524,0.0,0.0,0.0,0.7383851055356431,0.0,0.0,0.0,0.9962480247696262,0.0,0.0,0.0,0.5582982813896605,0.0,0.0,0.0,1.0803760807604414,0.0,0.0,0.0,0.2322457726145614,0.0,0.0,0.0,0.4183384279582036,0.0,0.0,0.0,0.349017897480863,0.0,0.0,0.0,0.5761290918094855,0.0,0.0,0.0,0.4419763800782832,0.0,0.0,0.0,0.7033553611074833,0.0,0.0,0.0,0.7299520072589369,0.0,0.0,0.0,1.0852150104058271,0.0,0.0,0.0,0.526829429152983,0.0,0.0,0.0,1.0038007605311596,0.0,0.0,0.0,0.2309611005692599,0.0,0.0,0.0,0.5143711057809294,0.0,0.0,0.0,0.3255251051893408,0.0,0.0,0.0,0.7015381860076393,0.0,0.0,0.0,0.4415408373369938,0.0,0.0,0.0,0.8129899588029538,0.0,0.0,0.0,0.5945034433949279,0.0,0.0,0.0,1.2025997841522176,0.0,0.0,0.0,0.4587744498798305,0.0,0.0,0.0,1.1891377121388786,93203,82.0,114.0,32.0,0.390243902
82261108,9.0,12.0,0.0,0.1811155466666666,0.0,0.0,0.0,-0.9597053066666666,0.0,0.0,0.0,0.4245512733333333,0.0,0.0,0.0,-1.2791553233333337,0.0,0.0,0.0,0.5575696,0.0,0.0,0.0,-1.6350702,0.0,0.0,0.0,0.90380151,0.0,0.0,0.0,-2.5921375333333336,0.0,0.0,0.0,0.4969762266666667,0.0,0.0,0.0,-2.0127139333333335,0.0,0.0,0.0,0.25230461,0.0,0.0,0.0,-0.4162832933333333,0.0,0.0,0.0,0.4408696633333333,0.0,0.0,0.0,-1.0647925,0.0,0.0,0.0,0.64477086,0.0,0.0,0.0,-1.4500129166666669,0.0,0.0,0.0,1.0310276,0.0,0.0,0.0,-2.570375466666667,0.0,0.0,0.0,0.5620102033333333,0.0,0.0,0.0,-1.1603826266666668,0.0,0.0,0.0,0.2729259166666666,0.0,0.0,0.0,-1.01968545,0.0,0.0,0.0,0.46261892,0.0,0.0,0.0,-1.6336098,0.0,0.0,0.0,0.6569332333333333,0.0,0.0,0.0,-2.2418145666666667,0.0,0.0,0.0,1.0398276066666667,0.0,0.0,0.0,-3.4697975333333333,0.0,0.0,0.0,0.5569134133333333,0.0,0.0,0.0,-3.2880092,0.0,0.0,0.0,0.2883923766666666,0.0,0.0,0.0,-1.2387788666666666,0.0,0.0,0.0,0.4585195333333333,0.0,0.0,0.0,-1.6093591333333337,0.0,0.0,0.0,0.72099011,0.0,0.0,0.0,-2.0755564333333334,0.0,0.0,0.0,1.374512,0.0,0.0,0.0,-3.2097376,0.0,0.0,0.0,0.62048294,0.0,0.0,0.0,-3.009980833333333,0.0,0.0,95112,2070.0,2536.0,466.0,0.225120773
24090404,7.0,19.0,0.1948838774193548,0.0,0.0,0.0,0.7103654709677419,0.0,0.0,0.0,0.4109604193548387,0.0,0.0,0.0,0.9261730064516128,0.0,0.0,0.0,0.5880143096774193,0.0,0.0,0.0,1.090408829032258,0.0,0.0,0.0,0.913422258064516,0.0,0.0,0.0,1.844492935483871,0.0,0.0,0.0,0.4466899322580644,0.0,0.0,0.0,1.152555058064516,0.0,0.0,0.0,0.2333473161290322,0.0,0.0,0.0,0.9435354129032258,0.0,0.0,0.0,0.4044622161290322,0.0,0.0,0.0,0.8282026483870968,0.0,0.0,0.0,0.5910163129032258,0.0,0.0,0.0,1.069646506451613,0.0,0.0,0.0,1.0288281387096774,0.0,0.0,0.0,1.9338672903225809,0.0,0.0,0.0,0.5010459225806452,0.0,0.0,0.0,1.521649129032258,0.0,0.0,0.0,0.1995919,0.0,0.0,0.0,0.5690327483870968,0.0,0.0,0.0,0.4370149903225806,0.0,0.0,0.0,0.6889576387096774,0.0,0.0,0.0,0.6263664806451612,0.0,0.0,0.0,0.7831969774193548,0.0,0.0,0.0,0.9886765838709678,0.0,0.0,0.0,1.0691592419354838,0.0,0.0,0.0,0.4590721096774193,0.0,0.0,0.0,1.134244112903226,0.0,0.0,0.0,0.2223913193548387,0.0,0.0,0.0,0.5782465322580644,0.0,0.0,0.0,0.4241305032258064,0.0,0.0,0.0,0.7210419387096775,0.0,0.0,0.0,0.6593248322580645,0.0,0.0,0.0,0.9401539903225806,0.0,0.0,0.0,1.1218184548387098,0.0,0.0,0.0,1.2678371322580646,0.0,0.0,0.0,0.5259717677419355,0.0,0.0,0.0,1.105571729032258,0.0,0.0,0.0,94027,1205.0,1376.0,171.0,0.141908714
102521104,6.0,10.0,0.0,0.0,0.2761271069176045,0.0,0.0,0.0,-0.6586506061881935,0.0,0.0,0.0,0.6138167516978814,0.0,0.0,0.0,-1.0328300411522635,0.0,0.0,0.0,0.8698887346720212,0.0,0.0,0.0,-1.638259416159261,0.0,0.0,0.0,1.336239305901223,0.0,0.0,0.0,-2.6222380189274803,0.0,0.0,0.0,0.7979336193549791,0.0,0.0,0.0,-1.801316544942121,0.0,0.0,0.0,0.3563176966736369,0.0,0.0,0.0,-0.6317695057267708,0.0,0.0,0.0,0.6661075051340009,0.0,0.0,0.0,-1.4144096567569533,0.0,0.0,0.0,0.9032601304784204,0.0,0.0,0.0,-2.0496506390556424,0.0,0.0,0.0,1.503331963849381,0.0,0.0,0.0,-3.0873490483458066,0.0,0.0,0.0,0.9443955935634228,0.0,0.0,0.0,-2.3758673636696797,0.0,0.0,0.0,0.3535767390284935,0.0,0.0,0.0,-1.2696517081659973,0.0,0.0,0.0,0.6494842884796196,0.0,0.0,0.0,-1.6352017820615796,0.0,0.0,0.0,0.9280701754385964,0.0,0.0,0.0,-2.2309509333333333,0.0,0.0,0.0,1.6642654276792677,0.0,0.0,0.0,-3.0490636240963855,0.0,0.0,0.0,0.9071829592563804,0.0,0.0,0.0,-3.2461621269076306,0.0,0.0,0.0,0.4018065793942025,0.0,0.0,0.0,-1.033740169210174,0.0,0.0,0.0,0.7054226819258804,0.0,0.0,0.0,-1.3876589106917414,0.0,0.0,0.0,1.0621840909359528,0.0,0.0,0.0,-1.9113710852814425,0.0,0.0,0.0,1.673156948261292,0.0,0.0,0.0,-2.9234290666666665,0.0,0.0,0.0,0.984259547568,0.0,0.0,0.0,-2.6174950468540823,0.0,95966,191.0,233.0,42.0,0.219895288
252381107,10.0,10.0,0.0,0.0,0.0,0.2284576612903225,0.0,0.0,0.0,-0.329595093548387,0.0,0.0,0.0,0.5024633580645161,0.0,0.0,0.0,-0.7900103161290322,0.0,0.0,0.0,0.657174435483871,0.0,0.0,0.0,-1.1427912677419354,0.0,0.0,0.0,1.1539386935483873,0.0,0.0,0.0,-1.330082793548387,0.0,0.0,0.0,0.7661551064516129,0.0,0.0,0.0,-0.7899688322580646,0.0,0.0,0.0,0.3066758161290323,0.0,0.0,0.0,-0.1770916096774193,0.0,0.0,0.0,0.496961664516129,0.0,0.0,0.0,-1.0817530129032258,0.0,0.0,0.0,0.7048508612903225,0.0,0.0,0.0,-1.6462333225806451,0.0,0.0,0.0,1.099877835483871,0.0,0.0,0.0,-2.0439680903225805,0.0,0.0,0.0,0.7854026064516129,0.0,0.0,0.0,-1.7938249709677418,0.0,0.0,0.0,0.3120180451612903,0.0,0.0,0.0,-0.8312435129032257,0.0,0.0,0.0,0.5072286290322581,0.0,0.0,0.0,-1.3018738096774192,0.0,0.0,0.0,0.6521932806451612,0.0,0.0,0.0,-1.7220551870967742,0.0,0.0,0.0,1.0223442193548389,0.0,0.0,0.0,-2.180899522580645,0.0,0.0,0.0,0.7694266806451613,0.0,0.0,0.0,-2.2048363064516128,0.0,0.0,0.0,0.3503219548387097,0.0,0.0,0.0,-0.6495510967741935,0.0,0.0,0.0,0.554386206451613,0.0,0.0,0.0,-1.0779679612903226,0.0,0.0,0.0,0.7487340161290322,0.0,0.0,0.0,-1.3682876064516127,0.0,0.0,0.0,1.1439629258064514,0.0,0.0,0.0,-1.7689308774193548,0.0,0.0,0.0,0.7621676096774194,0.0,0.0,0.0,-1.5973464193548386,93210,102.0,142.0,40.0,0.392156863
12091106,5.0,0.0,0.1476412585827179,0.0,0.0,0.0,0.5842022540980774,0.0,0.0,0.0,0.293023533229693,0.0,0.0,0.0,0.6608915434128823,0.0,0.0,0.0,0.4254002500908942,0.0,0.0,0.0,0.8648833524365445,0.0,0.0,0.0,0.8860547236636412,0.0,0.0,0.0,1.437860655034226,0.0,0.0,0.0,0.3287969510758957,0.0,0.0,0.0,0.94255633713182,0.0,0.0,0.0,0.1723048981205398,0.0,0.0,0.0,0.686948923018314,0.0,0.0,0.0,0.2574675578329783,0.0,0.0,0.0,0.6927681238594966,0.0,0.0,0.0,0.3999378592785579,0.0,0.0,0.0,0.8594773027962211,0.0,0.0,0.0,0.7321766768718996,0.0,0.0,0.0,1.4397587290533804,0.0,0.0,0.0,0.3618400523467439,0.0,0.0,0.0,1.2729964463424313,0.0,0.0,0.0,0.1448506622661047,0.0,0.0,0.0,0.4304245744009993,0.0,0.0,0.0,0.2661483384611255,0.0,0.0,0.0,0.5310675300956447,0.0,0.0,0.0,0.4010369913849706,0.0,0.0,0.0,0.588517945560882,0.0,0.0,0.0,0.6807442398526519,0.0,0.0,0.0,0.8759282519956852,0.0,0.0,0.0,0.2788983342831951,0.0,0.0,0.0,0.9794084194165092,0.0,0.0,0.0,0.1399309818433262,0.0,0.0,0.0,0.4527297999311369,0.0,0.0,0.0,0.2454531585373287,0.0,0.0,0.0,0.5874113323717921,0.0,0.0,0.0,0.3548502365883931,0.0,0.0,0.0,0.7483155125485454,0.0,0.0,0.0,0.6352687226532575,0.0,0.0,0.0,1.0354123703434803,0.0,0.0,0.0,0.3325414966267619,0.0,0.0,0.0,0.8555971392041685,0.0,0.0,0.0,94605,1632.0,2000.0,368.0,0.225490196
253651102,7.0,12.0,0.0,0.0,0.0,0.7212946967741936,0.0,0.0,0.0,0.2232469096774193,0.0,0.0,0.0,1.5269079677419355,0.0,0.0,0.0,-0.4564286612903225,0.0,0.0,0.0,1.9650344516129032,0.0,0.0,0.0,-1.103634735483871,0.0,0.0,0.0,2.937543516129032,0.0,0.0,0.0,-2.112773216129032,0.0,0.0,0.0,1.6965787096774194,0.0,0.0,0.0,-0.9640594838709676,0.0,0.0,0.0,0.9108128064516128,0.0,0.0,0.0,0.6050957258064515,0.0,0.0,0.0,1.5813119677419354,0.0,0.0,0.0,-0.8861921161290323,0.0,0.0,0.0,2.1509174516129033,0.0,0.0,0.0,-1.743061612903226,0.0,0.0,0.0,2.879451903225806,0.0,0.0,0.0,-2.822879470967742,0.0,0.0,0.0,1.9280452903225809,0.0,0.0,0.0,-2.255900848387097,0.0,0.0,0.0,0.920643341935484,0.0,0.0,0.0,-0.4690236548387096,0.0,0.0,0.0,1.587446835483871,0.0,0.0,0.0,-1.1427786903225807,0.0,0.0,0.0,2.3081299677419356,0.0,0.0,0.0,-1.9576609741935485,0.0,0.0,0.0,3.0418663870967744,0.0,0.0,0.0,-3.112064383870968,0.0,0.0,0.0,1.9172238064516127,0.0,0.0,0.0,-2.6184075387096772,0.0,0.0,0.0,0.9718951,0.0,0.0,0.0,-0.2884339967741935,0.0,0.0,0.0,1.7539909677419354,0.0,0.0,0.0,-0.9126840064516129,0.0,0.0,0.0,2.5894428387096773,0.0,0.0,0.0,-1.4551378806451614,0.0,0.0,0.0,3.249467322580645,0.0,0.0,0.0,-2.6373823032258064,0.0,0.0,0.0,1.919335064516129,0.0,0.0,0.0,-1.8952724806451613,93263,248.0,362.0,114.0,0.459677419
83330411,7.0,14.0,0.1336523838709677,0.0,0.0,0.0,-1.0198927225806451,0.0,0.0,0.0,0.2965692354838709,0.0,0.0,0.0,-1.3578303161290322,0.0,0.0,0.0,0.4491245838709677,0.0,0.0,0.0,-1.610597258064516,0.0,0.0,0.0,0.7799343000000001,0.0,0.0,0.0,-2.391506967741935,0.0,0.0,0.0,0.3377115774193548,0.0,0.0,0.0,-2.0541287419354837,0.0,0.0,0.0,0.184506664516129,0.0,0.0,0.0,-0.4602441032258064,0.0,0.0,0.0,0.3304351096774193,0.0,0.0,0.0,-1.0406919903225806,0.0,0.0,0.0,0.5002198032258065,0.0,0.0,0.0,-1.295252222580645,0.0,0.0,0.0,0.8477393451612903,0.0,0.0,0.0,-2.2484559032258065,0.0,0.0,0.0,0.4074042258064516,0.0,0.0,0.0,-1.5406050903225803,0.0,0.0,0.0,0.1740022032258064,0.0,0.0,0.0,-1.141674141935484,0.0,0.0,0.0,0.3645791225806452,0.0,0.0,0.0,-1.595740970967742,0.0,0.0,0.0,0.5451225935483871,0.0,0.0,0.0,-2.052988451612903,0.0,0.0,0.0,0.8754736903225806,0.0,0.0,0.0,-3.406770129032258,0.0,0.0,0.0,0.4103695322580645,0.0,0.0,0.0,-3.3163058709677418,0.0,0.0,0.0,0.2033033064516129,0.0,0.0,0.0,-1.287715348387097,0.0,0.0,0.0,0.3994585161290322,0.0,0.0,0.0,-1.5210146322580649,0.0,0.0,0.0,0.6016723838709678,0.0,0.0,0.0,-1.8926949677419356,0.0,0.0,0.0,1.0984550548387098,0.0,0.0,0.0,-3.2295198064516133,0.0,0.0,0.0,0.4939089838709677,0.0,0.0,0.0,-2.7403201612903225,0.0,0.0,0.0,95076,1298.0,1646.0,348.0,0.268104777
102831106,7.0,23.0,0.0,0.0,0.5221922064516129,0.0,0.0,0.0,1.644901829032258,0.0,0.0,0.0,1.0405683870967743,0.0,0.0,0.0,2.088211903225807,0.0,0.0,0.0,1.481097529032258,0.0,0.0,0.0,2.354588516129032,0.0,0.0,0.0,2.107724774193548,0.0,0.0,0.0,3.2996637096774193,0.0,0.0,0.0,1.072877,0.0,0.0,0.0,2.4669565483870968,0.0,0.0,0.0,0.5988045,0.0,0.0,0.0,1.583968258064516,0.0,0.0,0.0,1.031739429032258,0.0,0.0,0.0,1.8844539032258063,0.0,0.0,0.0,1.4386500548387098,0.0,0.0,0.0,2.0913996774193553,0.0,0.0,0.0,2.1690355483870967,0.0,0.0,0.0,2.701091741935484,0.0,0.0,0.0,1.2093040000000002,0.0,0.0,0.0,2.172407741935484,0.0,0.0,0.0,0.5097848387096774,0.0,0.0,0.0,1.3055746483870967,0.0,0.0,0.0,0.9770538741935484,0.0,0.0,0.0,1.6985491612903223,0.0,0.0,0.0,1.3780924516129032,0.0,0.0,0.0,1.9313505483870967,0.0,0.0,0.0,2.1988168709677423,0.0,0.0,0.0,2.4997592903225807,0.0,0.0,0.0,1.0655144354838708,0.0,0.0,0.0,2.182925387096774,0.0,0.0,0.0,0.5746917548387097,0.0,0.0,0.0,1.3295347580645165,0.0,0.0,0.0,0.9161221516129032,0.0,0.0,0.0,1.7065808870967742,0.0,0.0,0.0,1.3094494483870969,0.0,0.0,0.0,2.3214630967741936,0.0,0.0,0.0,1.9978451612903223,0.0,0.0,0.0,2.839976387096774,0.0,0.0,0.0,1.1665339129032255,0.0,0.0,0.0,2.2168929677419356,0.0,95969,111.0,162.0,51.0,0.459459459
